Row ID,Order ID,Year,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
815,ORD10814,2024,2024-02-10,2024-02-07,First Class,CUST3814,Kumar,Home Office,India,Mumbai,Maharashtra,666988,West,PRD5814,Sports,Shoes,LED Bulb,52675.0,6,0.2,15562.190444404065
816,ORD10815,2024,2024-11-03,2024-11-06,Second Class,CUST3815,Vijay,Corporate,India,Kochi,Kerala,638734,North,PRD5815,Fashion,Mobile,Samsung Mobile,58922.0,4,,13354.685834360534
817,ORD10816,2024,2024-12-06,2024-12-03,First Class,CUST3816,Kumar,Home Office,India,Coimbatore,Tamil Nadu,617581,East,PRD5816,Electronics,Mixer,Mixer Pro,26088.0,6,0.1,3436.6666342727704
818,ORD10817,2024,2024-01-26,2024-01-23,Same Day,CUST3817,Akalya,Corporate,India,Hyderabad,Telangana,691042,West,PRD5817,Electronics,Mobile,Nike Shoes,26092.0,5,0.05,4245.827026874051
819,ORD10818,2023,2023-03-16,2023-03-14,,CUST3818,Akalya,Corporate,India,Bengaluru,Karnataka,637144,South,PRD5818,Home,Laptop,HP Laptop,8546.0,7,0.1,2157.5345137885392
820,ORD10819,2023,2023-09-19,2023-09-16,Same Day,CUST3819,Vijay,Home Office,India,Madurai,Tamil Nadu,677148,East,PRD5819,Electronics,TV,Nike Shoes,79598.0,7,0.05,
821,ORD10820,2023,2023-10-19,2023-10-18,First Class,CUST3820,Vijay,Home Office,India,Salem,Tamil Nadu,661217,East,PRD5820,Fashion,Laptop,Smart TV,79399.0,5,0.1,4436.303515949792
822,ORD10821,2023,2023-12-02,2023-12-04,Same Day,CUST3821,Sara,Consumer,India,Hyderabad,Telangana,646579,South,PRD5821,Beauty,Perfume,LED Bulb,30121.0,8,,2579.3202534897073
823,ORD10822,2023,2023-04-17,2023-04-20,,CUST3822,Sara,Corporate,India,Mysuru,Karnataka,641929,South,PRD5822,Fashion,Perfume,Nike Shoes,34914.0,9,0.0,10358.675733364316
824,ORD10823,2024,2024-12-29,2025-01-03,Second Class,CUST3823,Vijay,Corporate,India,Mysuru,Karnataka,673291,West,PRD5823,Sports,Mixer,Cotton Shirt,,1,0.2,0.0
825,ORD10824,2023,2023-04-01,2023-04-01,Standard Class,CUST3824,Meena,Home Office,India,Mysuru,Karnataka,690404,West,PRD5824,Beauty,TV,LED Bulb,16664.0,4,0.2,
826,ORD10825,2024,2024-05-26,2024-05-31,Second Class,CUST3825,Deepa,Corporate,India,Hyderabad,Telangana,673868,East,PRD5825,Electronics,Mobile,Samsung Mobile,78126.0,4,0.1,16793.145578837743
827,ORD10826,2023,2023-02-12,2023-02-13,Same Day,CUST3826,Deepa,Home Office,India,Mysuru,Karnataka,644394,North,PRD5826,Beauty,Mixer,LED Bulb,60442.0,7,0.2,16116.165437216046
828,ORD10827,2024,2024-10-21,2024-10-21,,CUST3827,Rahul,Home Office,India,Hyderabad,Telangana,634731,Central,PRD5827,Electronics,Mixer,Mixer Pro,24799.0,8,0.1,4537.209583823888
829,ORD10828,2023,2023-06-23,2023-06-26,Standard Class,CUST3828,Sara,Consumer,India,Madurai,Tamil Nadu,660727,East,PRD5828,Electronics,Shirt,Nike Shoes,10318.0,3,0.05,2962.1230084734866
830,ORD10829,2023,2023-05-10,2023-05-14,Same Day,CUST3829,Sara,Corporate,India,New Delhi,Delhi,680092,South,PRD5829,Electronics,Mobile,Sports Watch,16030.0,4,,4732.403823945007
831,ORD10830,2024,2024-01-10,,Standard Class,CUST3830,Sara,Corporate,India,Trivandrum,Kerala,676161,East,PRD5830,Home,Shirt,Samsung Mobile,41458.0,9,0.2,11913.50948470515
832,ORD10831,2024,2024-12-17,2024-12-24,Second Class,CUST3831,Kumar,Home Office,India,Mysuru,Karnataka,641853,North,PRD5831,Electronics,Mobile,Samsung Mobile,31487.0,8,0.2,4640.301292612591
833,ORD10832,2023,2023-06-03,2023-06-02,First Class,CUST3832,Rahul,Corporate,India,New Delhi,Delhi,641264,South,PRD5832,Beauty,Shoes,LED Bulb,9056.0,3,,795.8750479102378
834,ORD10833,2023,2023-08-12,2023-08-13,,CUST3833,Sara,Corporate,India,New Delhi,Delhi,602078,East,PRD5833,Fashion,Mobile,Mixer Pro,34486.0,2,0.0,3070.1038112100323
835,ORD10834,2024,2024-04-29,,First Class,CUST3834,Sara,Home Office,India,Kochi,Kerala,683910,East,PRD5834,Home,Mobile,Cotton Shirt,33778.0,9,0.05,
836,ORD10835,2023,2023-01-08,2023-01-05,Second Class,CUST3835,Kumar,Home Office,India,Bengaluru,Karnataka,609306,Central,PRD5835,Fashion,Perfume,Mixer Pro,16744.0,3,0.05,
837,ORD10836,2023,2023-12-30,2023-12-29,Standard Class,CUST3836,Vijay,Corporate,India,Chennai,Tamil Nadu,604650,West,PRD5836,Sports,Laptop,Mixer Pro,15654.0,7,0.1,
838,ORD10837,2024,2024-09-21,2024-09-24,Standard Class,CUST3837,Rahul,Home Office,India,Coimbatore,Tamil Nadu,649045,North,PRD5837,Electronics,Perfume,HP Laptop,75965.0,6,0.1,21035.363040810007
839,ORD10838,2023,2023-03-14,2023-03-15,Second Class,CUST3838,Akalya,Corporate,India,Madurai,Tamil Nadu,678297,North,PRD5838,Home,Shirt,Sports Watch,79548.0,2,0.1,23790.94683382597
840,ORD10839,2023,2023-05-12,2023-05-11,First Class,CUST3839,Deepa,Home Office,India,Kozhikode,Kerala,644893,North,PRD5839,Beauty,Laptop,Mixer Pro,52230.0,10,0.2,12513.188205874758
841,ORD10840,2024,2024-04-19,2024-04-17,Standard Class,CUST3840,Sara,Home Office,India,Pune,Maharashtra,690590,South,PRD5840,Beauty,Laptop,Smart TV,63924.0,6,0.2,16583.786599258357
842,ORD10841,2023,2023-12-29,2023-12-27,Standard Class,CUST3841,Deepa,Consumer,India,Madurai,Tamil Nadu,680147,North,PRD5841,Sports,TV,Sports Watch,29955.0,4,0.05,2558.724230160456
843,ORD10842,2024,2024-10-01,2024-10-04,,CUST3842,Deepa,Home Office,India,Mangalore,Karnataka,688529,South,PRD5842,Fashion,TV,LED Bulb,57244.0,8,0.0,13566.294229357058
844,ORD10843,2023,2023-08-04,2023-08-03,Second Class,CUST3843,Akalya,Consumer,India,Pune,Maharashtra,676302,West,PRD5843,Sports,Laptop,Samsung Mobile,4231.0,6,0.1,1023.4196675761608
845,ORD10844,2024,2024-07-30,2024-07-27,,CUST3844,Rahul,Corporate,India,Chennai,Tamil Nadu,635427,Central,PRD5844,Home,Shirt,Samsung Mobile,2839.0,8,0.1,850.306106119962
846,ORD10845,2023,2023-06-20,2023-06-21,Standard Class,CUST3845,Kumar,Home Office,India,New Delhi,Delhi,671618,West,PRD5845,Home,Mixer,Smart TV,73104.0,10,0.0,6843.451352394342
847,ORD10846,2024,2024-04-13,2024-04-15,,CUST3846,Deepa,Corporate,India,Hyderabad,Telangana,601700,North,PRD5846,Electronics,TV,Sports Watch,68273.0,5,0.2,
848,ORD10847,2023,2023-01-17,2023-01-20,Same Day,CUST3847,Meena,Home Office,India,New Delhi,Delhi,647861,East,PRD5847,Electronics,Shoes,Mixer Pro,,9,,0.0
849,ORD10848,2024,2024-02-08,2024-02-10,Second Class,CUST3848,Akalya,Home Office,India,New Delhi,Delhi,671765,East,PRD5848,Fashion,Mixer,iPhone 14,69369.0,7,0.0,17209.455673057215
850,ORD10849,2023,2023-07-29,2023-07-31,Second Class,CUST3849,Rahul,Consumer,India,Madurai,Tamil Nadu,628505,West,PRD5849,Sports,Laptop,iPhone 14,75500.0,4,,7202.163855804353
851,ORD10850,2024,2024-04-04,2024-04-11,First Class,CUST3850,Vijay,Home Office,India,Nagpur,Maharashtra,616305,West,PRD5850,Fashion,Shirt,LED Bulb,10920.0,6,0.05,1880.6231836639975
852,ORD10851,2023,2023-03-18,2023-03-21,Second Class,CUST3851,Deepa,Home Office,India,Madurai,Tamil Nadu,646498,Central,PRD5851,Electronics,Laptop,Mixer Pro,14936.0,3,0.05,2127.5010680376554
853,ORD10852,2024,2024-08-30,2024-09-02,Same Day,CUST3852,Rahul,Home Office,India,Kochi,Kerala,626863,North,PRD5852,Fashion,Perfume,Samsung Mobile,31779.0,3,0.0,4535.784997625248
854,ORD10853,2023,2023-08-17,2023-08-16,Standard Class,CUST3853,Kumar,Corporate,India,Nagpur,Maharashtra,639931,South,PRD5853,Electronics,Mixer,LED Bulb,59504.0,9,,15437.884699918208
855,ORD10854,2023,2023-07-31,2023-08-03,Same Day,CUST3854,Sara,Home Office,India,Coimbatore,Tamil Nadu,613703,North,PRD5854,Beauty,Perfume,Smart TV,29861.0,10,0.0,2610.0508580421842
856,ORD10855,2023,2023-01-04,2023-01-06,Standard Class,CUST3855,Akalya,Corporate,India,Bengaluru,Karnataka,668472,West,PRD5855,Fashion,Mobile,Cotton Shirt,72553.0,7,,7792.946172697986
857,ORD10856,2023,2023-02-01,2023-02-04,Same Day,CUST3856,Rahul,Home Office,India,Trivandrum,Kerala,641176,West,PRD5856,Electronics,Mixer,Sports Watch,3611.0,10,0.2,617.6858415166621
858,ORD10857,2024,2024-06-13,2024-06-15,First Class,CUST3857,Kumar,Consumer,India,Hyderabad,Telangana,676301,West,PRD5857,Fashion,TV,LED Bulb,9892.0,8,0.0,996.6010918623625
859,ORD10858,2023,2023-07-13,2023-07-11,Second Class,CUST3858,Sara,Home Office,India,Trivandrum,Kerala,695822,East,PRD5858,Home,Shirt,HP Laptop,1576.0,1,,122.65737285731626
860,ORD10859,2023,2023-07-27,2023-08-01,Standard Class,CUST3859,Meena,Home Office,India,Madurai,Tamil Nadu,606547,North,PRD5859,Electronics,Shoes,Cotton Shirt,,1,0.05,0.0
861,ORD10860,2023,2023-05-05,2023-05-02,,CUST3860,Sara,Home Office,India,Pune,Maharashtra,661811,South,PRD5860,Sports,Shoes,Smart TV,19741.0,5,,2033.177342932092
862,ORD10861,2024,2024-12-21,2024-12-18,Standard Class,CUST3861,Rahul,Home Office,India,Hyderabad,Telangana,683503,Central,PRD5861,Fashion,Laptop,Mixer Pro,60832.0,2,0.0,10513.07495666532
863,ORD10862,2023,2023-03-22,2023-03-28,Same Day,CUST3862,Sara,Consumer,India,New Delhi,Delhi,606105,West,PRD5862,Sports,TV,Nike Shoes,65578.0,9,0.05,19220.251277193438
864,ORD10863,2023,2023-06-10,2023-06-09,Same Day,CUST3863,Vijay,Corporate,India,Kozhikode,Kerala,613563,East,PRD5863,Sports,Mixer,Samsung Mobile,1121.0,7,0.1,168.9329114877139
865,ORD10864,2023,2023-02-11,2023-02-10,Same Day,CUST3864,Akalya,Home Office,India,New Delhi,Delhi,662386,West,PRD5864,Beauty,Shirt,Sports Watch,13705.0,9,0.2,3386.2606915187307
866,ORD10865,2024,2024-03-30,2024-03-31,Same Day,CUST3865,Akalya,Corporate,India,Trivandrum,Kerala,662039,West,PRD5865,Beauty,Mixer,Cotton Shirt,63939.0,2,,12914.208874240645
867,ORD10866,2023,2023-03-02,2023-03-05,Same Day,CUST3866,Rahul,Consumer,India,Mangalore,Karnataka,678030,Central,PRD5866,Sports,TV,Mixer Pro,75245.0,8,0.0,8803.116230374608
868,ORD10867,2024,2024-02-01,,Same Day,CUST3867,Rahul,Corporate,India,New Delhi,Delhi,669516,North,PRD5867,Electronics,Laptop,Smart TV,22498.0,2,0.05,5857.739047812713
869,ORD10868,2024,2024-02-02,2024-02-02,First Class,CUST3868,Vijay,Consumer,India,Madurai,Tamil Nadu,691455,North,PRD5868,Sports,Mixer,Smart TV,3715.0,1,,543.8423654475866
870,ORD10869,2023,2023-05-17,2023-05-14,Same Day,CUST3869,Deepa,Home Office,India,New Delhi,Delhi,602049,North,PRD5869,Sports,Mobile,Sports Watch,45189.0,3,,10930.789083128504
871,ORD10870,2023,2023-04-16,2023-04-18,Standard Class,CUST3870,Deepa,Consumer,India,Mysuru,Karnataka,655251,North,PRD5870,Beauty,Mobile,Cotton Shirt,8085.0,3,0.0,1064.7540062584246
872,ORD10871,2024,2024-03-19,2024-03-22,Second Class,CUST3871,Vijay,Home Office,India,Kozhikode,Kerala,697843,East,PRD5871,Sports,Mobile,Samsung Mobile,56618.0,1,0.05,14210.07042643638
873,ORD10872,2024,2024-05-14,2024-05-14,Same Day,CUST3872,Akalya,Corporate,India,New Delhi,Delhi,686935,West,PRD5872,Fashion,Shirt,LED Bulb,4214.0,5,0.05,683.2674083111413
874,ORD10873,2024,2024-01-15,2024-01-13,,CUST3873,Vijay,Home Office,India,Pune,Maharashtra,664819,North,PRD5873,Electronics,Laptop,Smart TV,79086.0,6,0.1,15851.8577178235
875,ORD10874,2023,2023-05-10,2023-05-17,,CUST3874,Vijay,Home Office,India,New Delhi,Delhi,648918,West,PRD5874,Beauty,Shirt,Nike Shoes,78807.0,5,0.2,23158.72644652358
876,ORD10875,2024,2024-06-25,2024-06-29,First Class,CUST3875,Meena,Corporate,India,Hyderabad,Telangana,636211,Central,PRD5875,Home,Mixer,LED Bulb,40814.0,5,0.05,
877,ORD10876,2024,2024-01-08,2024-01-11,First Class,CUST3876,Vijay,Home Office,India,Hyderabad,Telangana,629773,West,PRD5876,Home,Mobile,HP Laptop,30921.0,7,0.0,4612.635965575614
878,ORD10877,2024,2024-01-24,2024-01-25,Second Class,CUST3877,Akalya,Home Office,India,Mysuru,Karnataka,658530,South,PRD5877,Electronics,Mixer,LED Bulb,71799.0,8,0.05,19652.61381434802
879,ORD10878,2023,2023-03-11,2023-03-17,Second Class,CUST3878,Vijay,Consumer,India,Trivandrum,Kerala,629248,South,PRD5878,Home,Mixer,Nike Shoes,39275.0,8,0.0,4091.1472838743484
880,ORD10879,2023,2023-09-14,2023-09-13,First Class,CUST3879,Deepa,Consumer,India,Kochi,Kerala,667070,East,PRD5879,Fashion,TV,Nike Shoes,,8,,
881,ORD10880,2023,2023-08-06,2023-08-04,Second Class,CUST3880,Kumar,Corporate,India,Pune,Maharashtra,617107,West,PRD5880,Sports,Shirt,HP Laptop,8271.0,7,0.0,905.3719361596256
882,ORD10881,2023,2023-06-17,2023-06-22,Same Day,CUST3881,Rahul,Home Office,India,Mumbai,Maharashtra,662729,East,PRD5881,Sports,Laptop,Mixer Pro,68466.0,5,0.1,7987.335729933176
883,ORD10882,2023,2023-11-02,2023-11-09,Standard Class,CUST3882,Sara,Corporate,India,Hyderabad,Telangana,645126,East,PRD5882,Beauty,Mobile,Smart TV,27129.0,2,0.0,6571.572171301545
884,ORD10883,2024,2024-01-02,2023-12-30,Second Class,CUST3883,Sara,Corporate,India,Madurai,Tamil Nadu,686031,West,PRD5883,Electronics,Mixer,Mixer Pro,26020.0,9,0.2,7568.049732616815
885,ORD10884,2023,2023-08-17,2023-08-23,Second Class,CUST3884,Meena,Corporate,India,New Delhi,Delhi,673648,East,PRD5884,Sports,Mobile,iPhone 14,29748.0,4,0.1,2257.1280803116056
886,ORD10885,2024,2024-12-28,,Standard Class,CUST3885,Deepa,Corporate,India,Chennai,Tamil Nadu,611379,West,PRD5885,Beauty,Shoes,Smart TV,60035.0,8,0.2,7784.576576051009
887,ORD10886,2023,2023-10-19,2023-10-18,Same Day,CUST3886,Meena,Corporate,India,New Delhi,Delhi,617732,Central,PRD5886,Electronics,Shoes,Samsung Mobile,37731.0,10,0.05,3004.479248052798
888,ORD10887,2023,2023-02-21,2023-02-25,,CUST3887,Meena,Consumer,India,Mangalore,Karnataka,657058,East,PRD5887,Home,Laptop,Cotton Shirt,31327.0,2,0.05,8882.238238380034
889,ORD10888,2023,2023-06-22,2023-06-19,Same Day,CUST3888,Deepa,Consumer,India,Hyderabad,Telangana,601668,North,PRD5888,Sports,TV,iPhone 14,49717.0,2,0.1,10472.562941641168
890,ORD10889,2023,2023-03-11,2023-03-12,First Class,CUST3889,Kumar,Corporate,India,Mysuru,Karnataka,677091,Central,PRD5889,Sports,Mixer,Cotton Shirt,42314.0,8,0.05,4841.3168575456
891,ORD10890,2023,2023-11-29,2023-12-04,First Class,CUST3890,Vijay,Consumer,India,New Delhi,Delhi,657758,North,PRD5890,Fashion,Shoes,Samsung Mobile,75520.0,9,0.2,13052.81604502096
892,ORD10891,2023,2023-04-11,2023-04-16,,CUST3891,Akalya,Corporate,India,Mangalore,Karnataka,604761,East,PRD5891,Home,Shirt,Nike Shoes,20884.0,1,0.2,4302.142154707328
893,ORD10892,2023,2023-01-15,,Same Day,CUST3892,Meena,Consumer,India,Hyderabad,Telangana,650464,East,PRD5892,Fashion,Mixer,Smart TV,75054.0,2,0.1,
894,ORD10893,2024,2024-10-27,2024-10-30,First Class,CUST3893,Sara,Consumer,India,New Delhi,Delhi,603166,South,PRD5893,Electronics,TV,Samsung Mobile,37850.0,5,0.0,3606.5793185500975
895,ORD10894,2024,2024-10-28,2024-10-30,,CUST3894,Rahul,Corporate,India,Bengaluru,Karnataka,600245,Central,PRD5894,Home,Shirt,iPhone 14,55362.0,5,0.1,3483.5496061318095
896,ORD10895,2024,2024-05-16,2024-05-17,Standard Class,CUST3895,Deepa,Consumer,India,Coimbatore,Tamil Nadu,667146,North,PRD5895,Beauty,Shoes,iPhone 14,62684.0,7,,16717.184372668587
897,ORD10896,2023,2023-04-22,2023-04-27,First Class,CUST3896,Vijay,Home Office,India,Kochi,Kerala,677399,North,PRD5896,Beauty,Shirt,Mixer Pro,61249.0,1,0.0,17979.167477190844
898,ORD10897,2023,2023-05-23,2023-05-23,Standard Class,CUST3897,Vijay,Home Office,India,Mumbai,Maharashtra,666820,Central,PRD5897,Home,Laptop,Mixer Pro,74909.0,2,0.1,15042.936868532957
899,ORD10898,2023,2023-05-31,2023-06-02,Same Day,CUST3898,Vijay,Home Office,India,Coimbatore,Tamil Nadu,668771,South,PRD5898,Sports,Laptop,Nike Shoes,36671.0,4,0.0,8313.355098464157
900,ORD10899,2023,2023-06-17,2023-06-24,First Class,CUST3899,Kumar,Home Office,India,New Delhi,Delhi,698504,East,PRD5899,Home,Shoes,Samsung Mobile,74749.0,10,,
901,ORD10900,2023,2023-09-24,2023-09-27,Same Day,CUST3900,Sara,Consumer,India,Hyderabad,Telangana,639311,West,PRD5900,Fashion,Mixer,HP Laptop,1934.0,8,0.2,106.1018467127811
902,ORD10901,2023,2023-12-01,2023-12-06,First Class,CUST3901,Kumar,Corporate,India,Kochi,Kerala,654136,South,PRD5901,Beauty,TV,Smart TV,31740.0,7,0.2,7691.9449437370895
903,ORD10902,2024,2024-08-21,2024-08-20,Same Day,CUST3902,Rahul,Corporate,India,Madurai,Tamil Nadu,609158,East,PRD5902,Fashion,Shoes,HP Laptop,64605.0,1,0.1,8540.57342943728
904,ORD10903,2024,2024-04-08,2024-04-06,Standard Class,CUST3903,Meena,Corporate,India,New Delhi,Delhi,686934,North,PRD5903,Electronics,Mixer,iPhone 14,3001.0,5,0.0,821.0560532181019
905,ORD10904,2023,2023-06-11,2023-06-18,Second Class,CUST3904,Rahul,Home Office,India,Kochi,Kerala,630149,West,PRD5904,Electronics,Mobile,Smart TV,14426.0,7,0.2,3155.9852400779623
906,ORD10905,2023,2023-01-18,2023-01-25,Second Class,CUST3905,Meena,Corporate,India,Bengaluru,Karnataka,664889,East,PRD5905,Beauty,Mobile,Cotton Shirt,42900.0,1,0.1,2426.490743935489
907,ORD10906,2024,2024-07-03,2024-07-09,Second Class,CUST3906,Sara,Corporate,India,Hyderabad,Telangana,637878,North,PRD5906,Home,Shoes,Samsung Mobile,26039.0,10,,4315.074117366795
908,ORD10907,2024,2024-06-20,2024-06-23,Second Class,CUST3907,Vijay,Consumer,India,Nagpur,Maharashtra,660263,North,PRD5907,Fashion,Mobile,Cotton Shirt,45425.0,1,0.1,5515.3996103892505
909,ORD10908,2023,2023-06-25,2023-06-29,Standard Class,CUST3908,Akalya,Home Office,India,Coimbatore,Tamil Nadu,660311,West,PRD5908,Fashion,Mixer,Mixer Pro,25128.0,4,0.0,5017.820067921505
910,ORD10909,2023,2023-09-02,2023-08-31,Standard Class,CUST3909,Vijay,Corporate,India,Chennai,Tamil Nadu,688128,Central,PRD5909,Electronics,TV,HP Laptop,48035.0,7,,13204.03644331911
911,ORD10910,2023,2023-11-14,2023-11-15,First Class,CUST3910,Meena,Home Office,India,Nagpur,Maharashtra,616000,Central,PRD5910,Beauty,TV,LED Bulb,38783.0,9,,4988.405763793127
912,ORD10911,2024,2024-08-02,2024-08-09,First Class,CUST3911,Meena,Corporate,India,Kozhikode,Kerala,620004,South,PRD5911,Electronics,Mobile,Smart TV,50460.0,7,0.0,
913,ORD10912,2024,2024-02-03,2024-02-03,,CUST3912,Kumar,Corporate,India,Mumbai,Maharashtra,664752,East,PRD5912,Beauty,Shirt,iPhone 14,25097.0,2,0.0,6958.214926486214
914,ORD10913,2024,2024-09-09,2024-09-11,First Class,CUST3913,Sara,Corporate,India,Pune,Maharashtra,686894,West,PRD5913,Fashion,Shoes,iPhone 14,51108.0,2,,12736.108297643954
915,ORD10914,2024,2024-03-11,2024-03-17,Standard Class,CUST3914,Deepa,Home Office,India,Hyderabad,Telangana,620633,West,PRD5914,Fashion,Mobile,Samsung Mobile,25233.0,5,0.2,4293.807931357168
916,ORD10915,2023,2023-05-10,2023-05-12,First Class,CUST3915,Sara,Consumer,India,Nagpur,Maharashtra,667993,South,PRD5915,Fashion,Perfume,iPhone 14,18393.0,10,0.1,
917,ORD10916,2023,2023-02-13,2023-02-10,First Class,CUST3916,Meena,Consumer,India,New Delhi,Delhi,673553,Central,PRD5916,Home,Perfume,Sports Watch,67187.0,1,0.2,
918,ORD10917,2024,2024-06-24,2024-06-30,Same Day,CUST3917,Akalya,Corporate,India,Bengaluru,Karnataka,687158,North,PRD5917,Home,Shirt,Sports Watch,63288.0,4,0.1,
919,ORD10918,2024,2024-06-01,2024-05-31,Standard Class,CUST3918,Akalya,Consumer,India,Mysuru,Karnataka,643616,West,PRD5918,Beauty,TV,Samsung Mobile,57841.0,4,0.1,
920,ORD10919,2024,2024-10-03,2024-10-10,Same Day,CUST3919,Deepa,Consumer,India,Hyderabad,Telangana,608665,East,PRD5919,Electronics,Perfume,Cotton Shirt,6831.0,1,,432.94793755133844
921,ORD10920,2024,2024-06-23,2024-06-29,,CUST3920,Kumar,Consumer,India,Mumbai,Maharashtra,642244,South,PRD5920,Sports,Mobile,Nike Shoes,73422.0,4,0.0,7980.2600814253565
922,ORD10921,2023,2023-04-22,2023-04-26,Second Class,CUST3921,Meena,Home Office,India,New Delhi,Delhi,698177,Central,PRD5921,Home,Laptop,Samsung Mobile,61726.0,7,0.1,12543.868382909044
923,ORD10922,2023,2023-08-11,2023-08-13,,CUST3922,Vijay,Consumer,India,New Delhi,Delhi,657692,North,PRD5922,Electronics,Shirt,HP Laptop,67270.0,1,0.0,5227.18121954706
924,ORD10923,2023,2023-07-11,2023-07-18,Second Class,CUST3923,Meena,Home Office,India,Chennai,Tamil Nadu,626929,South,PRD5923,Beauty,Shirt,Samsung Mobile,63575.0,10,,
925,ORD10924,2023,2023-08-10,,Same Day,CUST3924,Vijay,Corporate,India,New Delhi,Delhi,669734,Central,PRD5924,Electronics,Perfume,HP Laptop,73583.0,5,0.2,13120.265733250419
926,ORD10925,2024,2024-12-10,2024-12-08,Standard Class,CUST3925,Akalya,Consumer,India,Hyderabad,Telangana,627210,North,PRD5925,Sports,Shirt,HP Laptop,77275.0,7,,6674.244145883836
927,ORD10926,2023,2023-08-25,2023-08-31,First Class,CUST3926,Meena,Consumer,India,Chennai,Tamil Nadu,677571,Central,PRD5926,Home,Mobile,Cotton Shirt,39736.0,6,0.05,3795.9446992253747
928,ORD10927,2023,2023-04-04,2023-04-06,,CUST3927,Deepa,Consumer,India,Mangalore,Karnataka,611774,South,PRD5927,Home,TV,Samsung Mobile,67109.0,4,0.05,8368.554056325715
929,ORD10928,2024,2024-07-30,2024-08-01,First Class,CUST3928,Vijay,Corporate,India,Nagpur,Maharashtra,682811,West,PRD5928,Electronics,Shirt,iPhone 14,46391.0,2,0.05,11564.341334725996
930,ORD10929,2024,2024-07-25,2024-07-24,,CUST3929,Kumar,Corporate,India,Salem,Tamil Nadu,605733,North,PRD5929,Beauty,TV,Smart TV,49345.0,4,0.0,
931,ORD10930,2023,2023-02-10,2023-02-12,,CUST3930,Deepa,Corporate,India,Salem,Tamil Nadu,625895,South,PRD5930,Beauty,Shoes,Mixer Pro,18333.0,4,0.2,3886.5004075680104
932,ORD10931,2023,2023-12-23,2023-12-25,Second Class,CUST3931,Akalya,Consumer,India,Bengaluru,Karnataka,633682,East,PRD5931,Electronics,Mixer,LED Bulb,51230.0,5,0.0,11787.978305924215
933,ORD10932,2024,2024-11-03,2024-11-01,First Class,CUST3932,Deepa,Home Office,India,Hyderabad,Telangana,664369,North,PRD5932,Fashion,Shoes,Mixer Pro,33733.0,6,0.05,9296.846965362069
934,ORD10933,2023,2023-12-21,2023-12-24,Standard Class,CUST3933,Meena,Corporate,India,Chennai,Tamil Nadu,662695,West,PRD5933,Beauty,Mixer,HP Laptop,17279.0,1,0.1,2461.9515115942672
935,ORD10934,2023,2023-11-21,2023-11-25,,CUST3934,Akalya,Corporate,India,Chennai,Tamil Nadu,673506,East,PRD5934,Beauty,Shoes,Nike Shoes,19511.0,4,0.05,2334.0071631555256
936,ORD10935,2024,2024-02-23,2024-02-23,Same Day,CUST3935,Kumar,Home Office,India,Hyderabad,Telangana,607134,West,PRD5935,Electronics,Laptop,HP Laptop,33894.0,8,0.05,
937,ORD10936,2024,2024-05-30,2024-06-01,Same Day,CUST3936,Kumar,Home Office,India,Nagpur,Maharashtra,637354,Central,PRD5936,Fashion,Shirt,iPhone 14,47850.0,5,0.0,4979.409104290592
938,ORD10937,2024,2024-03-19,,Standard Class,CUST3937,Vijay,Corporate,India,Chennai,Tamil Nadu,622227,North,PRD5937,Electronics,Laptop,iPhone 14,60930.0,8,0.05,7079.9376098533185
939,ORD10938,2024,2024-07-09,2024-07-08,Same Day,CUST3938,Akalya,Corporate,India,Coimbatore,Tamil Nadu,628724,West,PRD5938,Home,Perfume,Sports Watch,41411.0,8,0.1,10260.625412875323
940,ORD10939,2023,2023-06-24,2023-06-24,Second Class,CUST3939,Meena,Corporate,India,Salem,Tamil Nadu,624692,West,PRD5939,Sports,TV,Samsung Mobile,40340.0,3,0.1,4707.6301360307425
941,ORD10940,2024,2024-04-04,2024-04-08,First Class,CUST3940,Meena,Consumer,India,Pune,Maharashtra,622823,West,PRD5940,Electronics,Shirt,HP Laptop,21550.0,9,0.2,2742.961176340408
942,ORD10941,2023,2023-10-06,2023-10-12,Second Class,CUST3941,Kumar,Consumer,India,Kozhikode,Kerala,660632,North,PRD5941,Electronics,Mixer,LED Bulb,35980.0,9,0.1,6529.433193704336
943,ORD10942,2024,2024-04-01,2024-04-02,Second Class,CUST3942,Meena,Home Office,India,Pune,Maharashtra,631407,South,PRD5942,Beauty,TV,Mixer Pro,39073.0,5,0.1,
944,ORD10943,2024,2024-10-14,2024-10-18,,CUST3943,Deepa,Consumer,India,Trivandrum,Kerala,696159,North,PRD5943,Sports,Mixer,Mixer Pro,25501.0,10,0.05,2697.235712836153
945,ORD10944,2023,2023-03-03,2023-03-09,,CUST3944,Deepa,Corporate,India,Chennai,Tamil Nadu,661914,Central,PRD5944,Electronics,Perfume,LED Bulb,60989.0,8,0.2,4956.3758188084785
946,ORD10945,2024,2024-09-16,2024-09-16,,CUST3945,Kumar,Home Office,India,Trivandrum,Kerala,646355,North,PRD5945,Beauty,Mobile,iPhone 14,40688.0,1,0.0,
947,ORD10946,2023,2023-07-30,2023-07-29,Same Day,CUST3946,Kumar,Corporate,India,Bengaluru,Karnataka,604729,Central,PRD5946,Beauty,Shoes,Nike Shoes,35075.0,10,0.1,4199.523401907568
